Employee ID,Name,Age,Department,Salary,Years at Company,Performance Score,Attrition
E00905,Employee_905,52,Engineering,73567.37,6,1.66,Yes
E00906,Employee_906,57,Finance,73451.78,6,1.62,Yes
E00907,Employee_907,45,Finance,40551.36,1,1.0,Yes
E00908,Employee_908,36,Engineering,55428.63,1,1.0,Yes
E00909,Employee_909,50,Engineering,62760.72,8,1.23,Yes
E00910,Employee_910,29,Engineering,37671.19,9,1.41,Yes
E00911,Employee_911,26,IT,51922.58,0,1.0,Yes
E00912,Employee_912,50,Engineering,85346.51,4,1.0,Yes
E00913,Employee_913,25,Marketing,41688.86,7,1.0,Yes
E00914,Employee_914,33,HR,86828.91,0,1.37,Yes
E00915,Employee_915,23,Marketing,81367.24,1,1.02,Yes
E00916,Employee_916,48,IT,60638.94,4,1.44,Yes
E00917,Employee_917,52,Engineering,55266.91,3,1.0,Yes
E00918,Employee_918,57,IT,77477.41,5,1.0,Yes
E00919,Employee_919,57,Sales,53183.9,9,1.0,Yes
E00920,Employee_920,47,Marketing,53930.03,2,1.0,Yes
E00921,Employee_921,48,Finance,64641.97,5,1.26,Yes
E00922,Employee_922,26,Sales,33046.5,3,1.0,Yes
E00923,Employee_923,41,Finance,43250.37,5,1.71,Yes
E00924,Employee_924,32,Marketing,60265.08,5,1.0,Yes
E00925,Employee_925,31,Sales,72135.44,12,2.05,Yes
E00926,Employee_926,59,HR,52976.39,9,1.0,Yes
E00927,Employee_927,27,Finance,62035.84,0,1.0,Yes
E00928,Employee_928,29,IT,40798.11,2,1.0,Yes
E00929,Employee_929,44,Engineering,78987.26,2,1.0,Yes
E00930,Employee_930,47,Sales,68301.23,1,1.0,Yes
E00931,Employee_931,33,Sales,69628.19,0,1.0,Yes
E00932,Employee_932,47,HR,72323.76,4,1.67,Yes
E00933,Employee_933,34,Engineering,66171.91,2,1.0,Yes
E00934,Employee_934,39,Marketing,57743.41,2,1.0,Yes
E00935,Employee_935,46,Sales,81944.82,11,1.89,Yes
E00936,Employee_936,54,Finance,67353.22,2,1.0,Yes
E00937,Employee_937,33,Sales,62514.21,3,1.0,Yes
E00938,Employee_938,57,Sales,64870.18,7,1.59,Yes
E00939,Employee_939,25,Engineering,64550.52,3,1.0,Yes
E00940,Employee_940,26,Engineering,62363.52,1,1.0,Yes
E00941,Employee_941,58,Finance,71691.6,4,1.0,Yes
E00942,Employee_942,29,Marketing,50962.1,11,1.56,Yes
E00943,Employee_943,49,Finance,52058.13,3,1.0,Yes
E00944,Employee_944,52,Marketing,73388.96,2,1.0,No
E00945,Employee_945,30,IT,62821.41,6,1.01,Yes
E00946,Employee_946,50,HR,79570.9,4,1.26,Yes
E00947,Employee_947,35,IT,71133.19,13,1.89,No
E00948,Employee_948,43,Finance,56710.58,2,1.0,Yes
E00949,Employee_949,32,Sales,73626.45,10,1.13,Yes
E00950,Employee_950,44,Finance,82957.86,8,1.0,Yes
E00951,Employee_951,22,Sales,71704.69,3,1.12,Yes
E00952,Employee_952,58,HR,74983.77,4,1.23,Yes
E00953,Employee_953,42,Finance,62423.44,1,1.06,Yes
E00954,Employee_954,47,Sales,79895.6,3,1.0,Yes
E00955,Employee_955,57,Sales,56289.64,3,1.0,Yes
E00956,Employee_956,44,Marketing,70078.15,5,1.04,Yes
E00957,Employee_957,22,Finance,103542.59,0,1.04,Yes
E00958,Employee_958,36,Sales,73083.22,5,1.0,Yes
E00959,Employee_959,42,Finance,58689.33,4,1.0,No
E00960,Employee_960,30,HR,58650.62,6,1.41,Yes
E00961,Employee_961,30,HR,63929.87,6,1.29,Yes
E00962,Employee_962,31,Marketing,77768.69,4,1.74,No
E00963,Employee_963,47,Finance,67186.66,6,2.13,Yes
E00964,Employee_964,56,Engineering,55272.08,4,1.0,Yes
E00965,Employee_965,46,IT,55245.55,7,1.04,Yes
E00966,Employee_966,47,IT,67280.74,5,1.23,Yes
E00967,Employee_967,32,Sales,65635.92,5,1.34,No
E00968,Employee_968,59,Sales,71824.64,4,1.63,Yes
E00969,Employee_969,23,Sales,78762.35,8,1.95,Yes
E00970,Employee_970,28,Finance,105910.4,6,2.23,Yes
E00971,Employee_971,39,Finance,43069.5,1,1.0,Yes
E00972,Employee_972,48,Finance,75302.93,3,1.0,Yes
E00973,Employee_973,55,Marketing,66474.62,4,2.04,Yes
E00974,Employee_974,48,IT,37331.36,4,1.0,Yes
E00975,Employee_975,38,Sales,83742.96,5,1.22,Yes
E00976,Employee_976,45,Engineering,71317.6,2,1.0,No
E00977,Employee_977,46,Engineering,76997.09,4,1.25,Yes
E00978,Employee_978,28,Engineering,39508.72,4,1.3,Yes
E00979,Employee_979,27,Finance,61693.75,8,1.17,Yes
E00980,Employee_980,45,IT,48812.05,2,1.0,Yes
E00981,Employee_981,54,Engineering,97446.51,4,1.5,Yes
E00982,Employee_982,50,HR,82168.26,2,1.26,Yes
E00983,Employee_983,43,IT,54785.48,10,1.42,Yes
E00984,Employee_984,47,Engineering,41950.42,8,1.02,Yes
E00985,Employee_985,49,Sales,67910.83,0,1.0,Yes
E00986,Employee_986,42,Engineering,81386.33,2,1.0,Yes
E00987,Employee_987,28,Sales,38974.2,7,1.0,Yes
E00988,Employee_988,38,Marketing,51023.38,6,1.0,Yes
E00989,Employee_989,41,Sales,48416.23,6,1.0,Yes
E00990,Employee_990,41,Engineering,78004.19,5,1.78,Yes
E00991,Employee_991,43,HR,59452.56,7,1.47,Yes
E00992,Employee_992,49,Marketing,60080.95,7,1.37,Yes
E00993,Employee_993,28,Sales,67619.82,4,1.73,Yes
E00994,Employee_994,22,Sales,51825.79,1,1.0,Yes
E00995,Employee_995,53,Sales,43344.7,0,1.0,Yes
E00996,Employee_996,34,Sales,85545.28,4,1.84,Yes
E00997,Employee_997,51,Sales,86937.29,0,1.36,Yes
E00998,Employee_998,44,Finance,67693.74,5,1.0,Yes
E00999,Employee_999,40,Sales,68782.33,4,1.54,Yes
E01000,Employee_1000,53,Sales,83915.21,10,1.61,Yes
E01001,Employee_1001,51,IT,67349.8,6,1.77,Yes
E01002,Employee_1002,50,Engineering,58713.83,4,1.0,Yes
E01003,Employee_1003,50,Engineering,65590.09,0,1.0,Yes
E01004,Employee_1004,51,Engineering,85897.53,1,1.0,Yes
E01005,Employee_1005,37,Marketing,65799.83,7,1.0,Yes
E01006,Employee_1006,40,Sales,54959.26,4,1.0,Yes
E01007,Employee_1007,39,IT,67205.03,12,1.0,Yes
E01008,Employee_1008,22,IT,74843.35,4,1.0,Yes
E01009,Employee_1009,35,Sales,73043.8,5,2.55,No
E01010,Employee_1010,23,Marketing,73292.36,1,1.07,Yes
E01011,Employee_1011,49,Engineering,52599.83,7,2.16,Yes
E01012,Employee_1012,51,Sales,76551.55,2,1.0,Yes
E01013,Employee_1013,59,IT,65426.99,6,1.02,Yes
E01014,Employee_1014,25,Finance,54323.13,7,2.1,Yes
E01015,Employee_1015,22,Finance,76432.28,5,1.45,Yes
E01016,Employee_1016,29,Sales,58195.42,10,1.1,Yes
E01017,Employee_1017,50,Engineering,41385.54,3,1.03,Yes
E01018,Employee_1018,24,IT,49990.96,10,2.13,Yes
E01019,Employee_1019,53,Engineering,62275.45,1,1.0,Yes
E01020,Employee_1020,31,Engineering,73674.53,7,1.67,Yes
E01021,Employee_1021,31,Sales,52038.95,4,1.0,No
E01022,Employee_1022,40,Sales,61390.06,2,1.41,Yes
E01023,Employee_1023,55,IT,46750.89,0,1.0,Yes
E01024,Employee_1024,54,Engineering,79730.49,4,1.51,Yes
E01025,Employee_1025,44,Marketing,90759.97,4,1.2,Yes
E01026,Employee_1026,49,Engineering,89139.24,5,1.0,Yes
E01027,Employee_1027,53,Finance,79474.69,7,1.27,Yes
E01028,Employee_1028,28,Engineering,77937.65,2,1.44,Yes
E01029,Employee_1029,50,Engineering,33921.81,10,2.34,Yes
E01030,Employee_1030,29,Sales,67657.6,3,1.12,Yes
E01031,Employee_1031,22,Engineering,57558.61,6,1.0,Yes
E01032,Employee_1032,24,HR,78207.0,5,1.55,Yes
E01033,Employee_1033,45,Marketing,26936.03,4,1.09,Yes
E01034,Employee_1034,44,Finance,67894.52,5,1.25,Yes
E01035,Employee_1035,29,Sales,61783.34,2,1.0,No
E01036,Employee_1036,58,Sales,81776.45,3,1.22,Yes
E01037,Employee_1037,24,Sales,88219.81,0,1.0,Yes
E01038,Employee_1038,54,HR,51067.31,3,1.0,Yes
E01039,Employee_1039,49,IT,51744.34,3,1.73,Yes
E01040,Employee_1040,29,Marketing,68457.45,7,1.0,Yes
E01041,Employee_1041,55,Sales,91006.44,4,1.19,Yes
E01042,Employee_1042,56,HR,65902.17,3,1.0,Yes
E01043,Employee_1043,53,Engineering,45812.58,5,1.55,Yes
E01044,Employee_1044,45,Finance,55911.97,5,1.0,Yes
E01045,Employee_1045,35,HR,68039.96,3,1.26,Yes
E01046,Employee_1046,53,Finance,68603.04,6,2.0,Yes
E01047,Employee_1047,37,Finance,54438.69,4,1.0,No
E01048,Employee_1048,25,Sales,55613.14,3,1.0,Yes
E01049,Employee_1049,58,IT,50276.48,3,1.46,Yes
E01050,Employee_1050,42,Sales,82117.57,7,1.0,Yes
E01051,Employee_1051,35,Finance,52478.37,3,1.0,Yes
E01052,Employee_1052,52,Engineering,58028.09,5,1.0,Yes
E01053,Employee_1053,39,HR,57601.21,1,1.36,Yes
E01054,Employee_1054,28,Marketing,40910.64,8,1.0,Yes
E01055,Employee_1055,31,IT,52048.77,3,1.0,Yes
E01056,Employee_1056,28,IT,83422.06,6,1.77,No
E01057,Employee_1057,54,HR,46860.68,4,1.0,Yes
E01058,Employee_1058,44,Finance,50545.37,6,1.0,Yes
E01059,Employee_1059,42,HR,45011.81,6,1.0,Yes
E01060,Employee_1060,40,IT,63640.83,4,1.0,Yes
E01061,Employee_1061,40,Engineering,93282.15,0,1.0,Yes
E01062,Employee_1062,57,Marketing,63009.59,8,1.4,No
E01063,Employee_1063,50,Marketing,66001.43,4,1.0,Yes
E01064,Employee_1064,39,Finance,53068.29,6,1.0,Yes
E01065,Employee_1065,23,Engineering,64075.73,7,1.49,Yes
E01066,Employee_1066,22,Sales,83435.75,3,1.0,Yes
E01067,Employee_1067,26,IT,67143.64,6,1.22,Yes
E01068,Employee_1068,41,Sales,96976.55,2,1.0,Yes
E01069,Employee_1069,32,IT,83892.2,6,1.59,Yes
E01070,Employee_1070,23,Engineering,63705.25,5,1.69,Yes
E01071,Employee_1071,24,Engineering,63413.18,3,1.51,Yes
E01072,Employee_1072,44,Marketing,89463.85,5,2.04,Yes
E01073,Employee_1073,33,Finance,67059.88,1,1.0,Yes
E01074,Employee_1074,41,HR,86133.82,5,1.24,Yes
E01075,Employee_1075,26,HR,95043.61,6,1.0,No
E01076,Employee_1076,58,Engineering,61936.71,6,1.05,Yes
E01077,Employee_1077,59,IT,70279.33,9,1.45,Yes
E01078,Employee_1078,51,Engineering,79700.06,4,1.0,Yes
E01079,Employee_1079,30,Marketing,76512.5,4,1.0,Yes
E01080,Employee_1080,55,IT,76407.36,1,1.0,Yes
E01081,Employee_1081,56,Engineering,44997.89,9,1.0,Yes
E01082,Employee_1082,43,Finance,52273.75,0,1.0,Yes
E01083,Employee_1083,45,HR,57570.99,5,1.12,Yes
E01084,Employee_1084,38,Engineering,83216.31,3,1.37,Yes
E01085,Employee_1085,31,Marketing,46469.38,5,1.0,Yes
E01086,Employee_1086,51,Sales,87848.4,1,1.0,Yes
E01087,Employee_1087,44,Engineering,76697.51,7,2.09,No
E01088,Employee_1088,53,HR,82313.45,2,1.0,Yes
E01089,Employee_1089,38,HR,51057.0,8,1.0,Yes
E01090,Employee_1090,38,HR,66084.54,2,1.0,Yes
E01091,Employee_1091,35,IT,69484.14,7,1.79,Yes
E01092,Employee_1092,30,Finance,68824.51,2,1.0,Yes
E01093,Employee_1093,23,Finance,69434.86,3,1.0,Yes
E01094,Employee_1094,46,Sales,60852.1,4,1.22,Yes
E01095,Employee_1095,30,Engineering,67028.11,2,1.0,Yes
E01096,Employee_1096,43,Sales,80503.46,2,1.0,Yes
E01097,Employee_1097,25,Engineering,47502.32,2,1.0,Yes
E01098,Employee_1098,47,HR,88205.75,5,1.19,Yes
E01099,Employee_1099,50,Sales,79728.48,4,1.0,Yes
E01100,Employee_1100,55,Engineering,50521.97,5,1.0,Yes
E01101,Employee_1101,44,Sales,70757.54,4,1.52,Yes
E01102,Employee_1102,58,Marketing,78522.48,6,2.3,Yes
E01103,Employee_1103,32,Marketing,46470.6,8,1.33,Yes
E01104,Employee_1104,27,Finance,65629.68,6,1.0,Yes
E01105,Employee_1105,39,Marketing,63822.27,4,1.32,Yes
E01106,Employee_1106,42,IT,55316.29,1,1.0,Yes
E01107,Employee_1107,57,HR,66385.35,0,1.0,Yes
E01108,Employee_1108,59,Sales,55995.7,4,1.0,Yes
E01109,Employee_1109,55,IT,85614.61,0,1.0,Yes
E01110,Employee_1110,38,Finance,55600.34,4,1.0,Yes
E01111,Employee_1111,58,Finance,76879.68,9,1.64,No
E01112,Employee_1112,46,IT,40169.2,1,1.42,Yes
E01113,Employee_1113,59,HR,62572.85,1,1.0,Yes
E01114,Employee_1114,33,Finance,65184.67,6,2.15,Yes
E01115,Employee_1115,44,Marketing,62085.63,0,1.0,Yes
E01116,Employee_1116,43,Engineering,59055.23,6,1.14,Yes
E01117,Employee_1117,42,Finance,54987.27,9,1.29,Yes
E01118,Employee_1118,48,Engineering,76318.11,2,1.0,Yes
E01119,Employee_1119,52,Finance,79991.87,1,1.05,Yes
E01120,Employee_1120,27,IT,63767.59,6,1.5,Yes
E01121,Employee_1121,48,Sales,48550.44,1,1.0,Yes
E01122,Employee_1122,55,Finance,91909.24,7,2.89,No
E01123,Employee_1123,33,Sales,51803.04,1,1.0,Yes
E01124,Employee_1124,28,Finance,43108.67,10,1.17,Yes
E01125,Employee_1125,31,Engineering,34810.67,6,1.0,Yes
E01126,Employee_1126,38,IT,66491.78,5,1.03,Yes
E01127,Employee_1127,47,Sales,61738.75,10,1.39,Yes
E01128,Employee_1128,42,Finance,80464.35,8,1.35,Yes
E01129,Employee_1129,49,Engineering,74166.27,6,1.49,Yes
E01130,Employee_1130,23,IT,69353.02,0,1.0,Yes
E01131,Employee_1131,22,Marketing,60929.49,2,1.08,Yes
E01132,Employee_1132,57,Marketing,81649.66,8,1.0,Yes
E01133,Employee_1133,47,IT,93010.85,1,1.07,Yes
E01134,Employee_1134,50,IT,80134.69,2,1.0,No
E01135,Employee_1135,42,Sales,58047.03,1,1.0,Yes
E01136,Employee_1136,32,Engineering,76723.48,6,1.5,Yes
E01137,Employee_1137,32,Engineering,58968.65,7,1.04,No
E01138,Employee_1138,57,IT,48423.99,7,1.13,Yes
E01139,Employee_1139,56,Marketing,51514.41,2,1.0,Yes
E01140,Employee_1140,55,Sales,59627.32,6,1.74,Yes
E01141,Employee_1141,45,Marketing,66559.4,2,1.23,Yes
E01142,Employee_1142,43,Finance,95908.72,4,1.41,Yes
E01143,Employee_1143,26,Finance,51774.66,6,1.0,Yes
E01144,Employee_1144,54,Sales,84852.33,8,1.6,Yes
E01145,Employee_1145,57,Sales,60241.11,0,1.14,Yes
E01146,Employee_1146,41,HR,34754.23,5,1.18,Yes
E01147,Employee_1147,40,Finance,57414.11,9,2.02,Yes
E01148,Employee_1148,56,Sales,82650.45,5,1.16,Yes
E01149,Employee_1149,38,HR,70170.04,5,1.44,Yes
E01150,Employee_1150,55,IT,71066.77,3,1.61,Yes
E01151,Employee_1151,30,IT,84927.56,9,1.29,Yes
E01152,Employee_1152,47,Marketing,49454.96,3,1.0,Yes
E01153,Employee_1153,23,Engineering,49223.74,4,1.03,Yes
E01154,Employee_1154,30,Engineering,31044.07,3,1.0,Yes
E01155,Employee_1155,30,Finance,78156.23,5,1.0,Yes
E01156,Employee_1156,38,Engineering,73437.26,9,2.22,Yes
E01157,Employee_1157,22,Sales,75859.5,2,1.63,Yes
E01158,Employee_1158,46,Engineering,47254.83,5,1.0,Yes
E01159,Employee_1159,46,Engineering,40936.27,6,1.0,Yes
E01160,Employee_1160,56,Engineering,45205.73,2,1.0,Yes
E01161,Employee_1161,24,Engineering,51161.42,4,1.54,Yes
E01162,Employee_1162,58,Engineering,88309.38,10,1.68,Yes
E01163,Employee_1163,51,Sales,80001.9,0,1.0,Yes
E01164,Employee_1164,59,Finance,58126.69,3,1.04,Yes
E01165,Employee_1165,55,HR,69488.78,5,1.28,Yes
E01166,Employee_1166,33,Finance,54824.57,3,1.6,Yes
E01167,Employee_1167,40,Sales,70464.2,13,1.64,Yes
E01168,Employee_1168,58,Engineering,47928.56,6,1.03,Yes
E01169,Employee_1169,38,Finance,76253.77,1,1.0,Yes
E01170,Employee_1170,31,HR,52254.45,0,1.0,Yes
E01171,Employee_1171,33,HR,77088.73,6,1.0,Yes
E01172,Employee_1172,37,Engineering,58588.66,2,1.0,Yes
E01173,Employee_1173,45,Marketing,53148.86,8,1.0,Yes
E01174,Employee_1174,40,Engineering,89194.95,4,1.66,Yes
E01175,Employee_1175,29,Engineering,67654.19,3,1.0,Yes
E01176,Employee_1176,52,Finance,60167.28,3,1.14,Yes
E01177,Employee_1177,42,HR,76372.67,7,1.51,Yes
E01178,Employee_1178,38,Engineering,44900.13,6,1.0,Yes
E01179,Employee_1179,44,Engineering,81602.95,10,1.34,Yes
E01180,Employee_1180,58,IT,62908.33,4,1.1,Yes
E01181,Employee_1181,37,Engineering,74011.82,7,1.48,Yes
E01182,Employee_1182,27,Sales,41781.9,7,1.36,Yes
E01183,Employee_1183,29,Engineering,59263.61,7,1.06,Yes
E01184,Employee_1184,46,IT,65068.7,3,1.0,Yes
E01185,Employee_1185,39,Sales,80454.49,6,1.46,Yes
E01186,Employee_1186,46,Marketing,75206.17,4,1.86,Yes
E01187,Employee_1187,33,HR,59112.84,4,1.0,Yes
E01188,Employee_1188,36,Marketing,69769.22,2,1.0,Yes
E01189,Employee_1189,47,Marketing,83848.54,0,1.13,Yes
E01190,Employee_1190,47,Engineering,62000.17,8,1.53,No
E01191,Employee_1191,53,Sales,60367.03,6,1.51,Yes
E01192,Employee_1192,31,Sales,36654.43,0,1.0,Yes
E01193,Employee_1193,37,Sales,60813.91,7,1.0,Yes
E01194,Employee_1194,28,Finance,38905.59,8,2.02,Yes
E01195,Employee_1195,38,Engineering,63284.98,7,1.87,Yes
E01196,Employee_1196,44,Engineering,79822.03,2,1.0,Yes
E01197,Employee_1197,47,Engineering,33205.41,2,1.0,Yes
E01198,Employee_1198,42,Marketing,83513.13,3,1.0,Yes
E01199,Employee_1199,43,Sales,60046.65,7,1.42,Yes
E01200,Employee_1200,28,Sales,64592.53,6,1.12,Yes
E01201,Employee_1201,35,Sales,57463.7,13,1.87,Yes
E01202,Employee_1202,36,Marketing,39301.45,0,1.2,Yes
E01203,Employee_1203,28,Finance,53255.16,4,1.39,Yes
E01204,Employee_1204,30,Engineering,96461.15,0,1.0,Yes
E01205,Employee_1205,29,Sales,48559.32,6,1.12,Yes
E01206,Employee_1206,44,Engineering,41171.86,8,1.0,Yes
E01207,Employee_1207,50,Sales,67119.37,9,1.72,Yes
E01208,Employee_1208,39,Marketing,63713.35,5,1.11,No
E01209,Employee_1209,52,IT,60150.05,0,2.09,Yes
E01210,Employee_1210,51,Engineering,65216.72,4,1.27,Yes
E01211,Employee_1211,56,IT,74663.04,6,1.28,Yes
E01212,Employee_1212,39,Sales,56192.55,1,1.58,Yes
E01213,Employee_1213,38,Finance,67916.15,4,1.18,No
E01214,Employee_1214,35,IT,80358.12,1,1.0,Yes
E01215,Employee_1215,52,Engineering,50070.67,3,1.0,Yes
E01216,Employee_1216,45,IT,30167.28,7,1.31,Yes
E01217,Employee_1217,56,Engineering,75062.13,7,1.69,Yes
E01218,Employee_1218,55,Engineering,102544.44,0,1.53,Yes
E01219,Employee_1219,24,Sales,64889.68,2,1.0,Yes
E01220,Employee_1220,58,Engineering,68028.98,5,1.22,Yes
E01221,Employee_1221,47,Finance,60562.87,5,1.0,Yes
E01222,Employee_1222,44,Marketing,88820.91,3,1.95,Yes
E01223,Employee_1223,36,Finance,63833.65,6,1.09,Yes
E01224,Employee_1224,25,IT,62201.54,4,1.0,No
E01225,Employee_1225,50,IT,78662.96,0,2.1,Yes
E01226,Employee_1226,43,Sales,57735.91,3,1.72,Yes
E01227,Employee_1227,46,Engineering,45729.59,3,1.0,Yes
E01228,Employee_1228,34,Sales,78234.51,7,1.0,Yes
E01229,Employee_1229,39,Finance,56126.79,7,1.0,Yes
E01230,Employee_1230,54,Marketing,50368.1,0,1.29,Yes
E01231,Employee_1231,37,Sales,96500.72,6,1.65,Yes
E01232,Employee_1232,23,Finance,62321.05,4,1.0,Yes
E01233,Employee_1233,56,Finance,72413.39,5,1.62,Yes
E01234,Employee_1234,55,HR,65442.92,3,1.0,Yes
E01235,Employee_1235,51,Engineering,51705.21,4,1.0,Yes
E01236,Employee_1236,34,Engineering,75341.5,8,1.27,Yes
E01237,Employee_1237,34,Sales,69718.68,5,1.85,Yes
E01238,Employee_1238,39,Sales,55109.3,4,1.22,Yes
E01239,Employee_1239,53,Sales,71497.86,3,1.0,Yes
E01240,Employee_1240,53,HR,57285.35,8,1.56,No
E01241,Employee_1241,56,Sales,48432.57,1,1.0,Yes
E01242,Employee_1242,50,IT,46914.99,2,1.0,Yes
E01243,Employee_1243,50,HR,69050.88,0,1.0,Yes
E01244,Employee_1244,37,Finance,59259.04,5,1.0,Yes
E01245,Employee_1245,31,Engineering,87525.56,8,1.34,Yes
E01246,Employee_1246,51,HR,64355.63,4,1.19,No
E01247,Employee_1247,46,Marketing,53221.95,1,1.0,Yes
E01248,Employee_1248,41,Sales,67367.26,9,1.85,Yes
E01249,Employee_1249,26,Engineering,45585.99,6,1.0,Yes
E01250,Employee_1250,22,IT,63738.03,5,1.49,Yes
E01251,Employee_1251,51,Sales,69787.5,4,1.76,Yes
E01252,Employee_1252,24,Sales,67935.08,7,1.38,Yes
E01253,Employee_1253,35,Engineering,84542.0,5,1.61,Yes
E01254,Employee_1254,51,Sales,103962.76,3,1.62,Yes
E01255,Employee_1255,25,HR,75070.96,4,1.0,Yes
E01256,Employee_1256,39,Sales,82681.94,1,1.21,Yes
E01257,Employee_1257,58,IT,103151.94,1,1.0,Yes
E01258,Employee_1258,46,IT,49906.61,4,1.0,Yes
E01259,Employee_1259,22,Finance,66959.41,8,1.3,Yes
E01260,Employee_1260,36,Finance,57830.05,1,1.0,Yes
E01261,Employee_1261,30,IT,77639.87,7,1.43,Yes
E01262,Employee_1262,36,Sales,69074.28,2,1.26,Yes
E01263,Employee_1263,45,IT,52723.52,0,1.0,Yes
E01264,Employee_1264,25,IT,65164.22,6,1.69,Yes
E01265,Employee_1265,33,Finance,80703.84,9,2.52,No
E01266,Employee_1266,58,HR,45444.13,2,1.0,Yes
E01267,Employee_1267,58,Sales,53039.83,0,1.0,Yes
E01268,Employee_1268,27,Engineering,50790.87,6,1.12,Yes
E01269,Employee_1269,45,IT,69895.95,2,1.12,Yes
E01270,Employee_1270,32,Sales,83607.74,6,2.25,Yes
E01271,Employee_1271,34,IT,34853.98,8,1.31,Yes
E01272,Employee_1272,55,Sales,66415.98,5,1.55,Yes
E01273,Employee_1273,46,Sales,51136.69,7,1.0,Yes
E01274,Employee_1274,28,Sales,80081.04,7,1.87,Yes
E01275,Employee_1275,25,Sales,61445.48,7,2.12,Yes
E01276,Employee_1276,29,HR,66960.11,5,1.0,Yes
E01277,Employee_1277,41,Sales,64979.95,7,1.19,Yes
E01278,Employee_1278,50,Marketing,81863.28,5,1.66,Yes
E01279,Employee_1279,31,HR,95729.47,6,1.78,Yes
E01280,Employee_1280,55,Sales,47980.02,14,1.2,Yes
E01281,Employee_1281,47,Finance,50711.66,5,1.09,Yes
E01282,Employee_1282,24,IT,69822.47,0,1.0,Yes
E01283,Employee_1283,27,Finance,52753.96,4,1.0,Yes
E01284,Employee_1284,26,Sales,79003.76,4,1.87,No
E01285,Employee_1285,26,IT,81411.76,4,1.22,Yes
E01286,Employee_1286,44,IT,56801.36,7,1.76,Yes
E01287,Employee_1287,30,Sales,53546.94,8,1.0,Yes
E01288,Employee_1288,56,Sales,60878.31,4,1.3,Yes
E01289,Employee_1289,41,HR,66560.27,0,1.2,Yes
E01290,Employee_1290,56,Sales,69722.56,5,1.08,Yes
E01291,Employee_1291,39,IT,31207.74,3,1.0,Yes
E01292,Employee_1292,38,Engineering,50488.17,5,1.0,Yes
E01293,Employee_1293,45,Marketing,58938.51,4,1.0,Yes
E01294,Employee_1294,24,HR,53045.16,8,1.1,Yes
E01295,Employee_1295,53,Sales,22029.35,5,1.0,Yes
E01296,Employee_1296,56,Sales,36674.41,3,1.0,Yes
E01297,Employee_1297,59,HR,45419.62,0,1.0,Yes
E01298,Employee_1298,34,IT,63270.74,4,1.17,Yes
E01299,Employee_1299,46,IT,58456.97,4,1.53,Yes
E01300,Employee_1300,30,Engineering,55526.46,4,1.0,Yes
E01301,Employee_1301,25,Sales,76947.72,7,1.48,Yes
E01302,Employee_1302,35,Sales,76942.0,0,1.0,Yes
E01303,Employee_1303,58,Finance,67248.78,2,1.0,Yes
E01304,Employee_1304,55,Sales,66801.8,5,1.01,Yes
E01305,Employee_1305,32,Engineering,52150.09,3,1.0,Yes
E01306,Employee_1306,24,Finance,53945.12,3,1.0,No
E01307,Employee_1307,49,Marketing,39385.26,4,1.0,Yes
E01308,Employee_1308,50,Engineering,61238.73,7,1.93,Yes
E01309,Employee_1309,30,Sales,76786.12,4,1.0,No
E01310,Employee_1310,24,Finance,85314.95,0,1.38,Yes
E01311,Employee_1311,46,Finance,61328.3,3,1.0,Yes
E01312,Employee_1312,55,Engineering,72375.03,6,1.23,No
E01313,Employee_1313,33,Marketing,22160.16,7,1.0,Yes
E01314,Employee_1314,30,IT,58506.08,7,1.64,Yes
E01315,Employee_1315,36,Sales,58154.56,8,1.0,Yes
E01316,Employee_1316,46,Sales,87367.52,5,1.05,Yes
E01317,Employee_1317,26,HR,70894.0,5,1.46,Yes
E01318,Employee_1318,32,IT,72413.83,1,1.0,Yes
E01319,Employee_1319,55,Sales,71634.92,0,1.0,Yes
E01320,Employee_1320,45,Finance,65681.64,0,1.0,Yes
E01321,Employee_1321,36,Finance,87985.48,2,1.0,No
E01322,Employee_1322,59,Sales,30420.81,0,1.0,Yes
E01323,Employee_1323,29,Finance,67193.16,4,1.46,Yes
E01324,Employee_1324,26,Marketing,81947.04,3,1.2,Yes
E01325,Employee_1325,47,Sales,36629.1,7,1.0,Yes
E01326,Employee_1326,39,Engineering,77568.77,2,1.0,No
E01327,Employee_1327,27,Engineering,53582.55,5,1.0,Yes
E01328,Employee_1328,58,IT,66647.24,3,1.0,No
E01329,Employee_1329,34,Marketing,53294.61,1,1.0,Yes
E01330,Employee_1330,49,Engineering,79387.28,2,1.03,No
E01331,Employee_1331,26,IT,60674.57,0,1.0,Yes
E01332,Employee_1332,34,HR,77686.95,7,1.0,Yes
E01333,Employee_1333,38,HR,71529.95,9,1.81,Yes
E01334,Employee_1334,53,Engineering,53093.11,4,1.0,Yes
E01335,Employee_1335,50,Sales,72527.89,5,1.44,Yes
E01336,Employee_1336,24,Engineering,55046.46,4,1.0,Yes
E01337,Employee_1337,55,HR,65961.92,2,1.41,Yes
E01338,Employee_1338,48,Sales,60401.08,7,1.0,Yes
E01339,Employee_1339,34,Marketing,78498.68,5,1.68,Yes
E01340,Employee_1340,54,Sales,73104.83,0,1.0,Yes
E01341,Employee_1341,27,Sales,64539.18,1,1.0,Yes
E01342,Employee_1342,45,HR,54714.32,0,1.0,Yes
E01343,Employee_1343,40,Finance,45965.13,9,1.8,Yes
E01344,Employee_1344,37,Sales,67034.85,4,1.93,Yes
